,Cleaned_Text,vader,compound,Vader_Sentiment_Type
17539,with the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17540,now you are just proving you know actually nothing about this topic the community or,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.2263}",0.2263,POSITIVE
17541,the rainbow in the sky is a refraction of light that the rainbow i can see so i know they are real - now you and i both know we have never and will never see god because it is an imagination in the of some or you can prove me wrong - provide links please,"{'neg': 0.077, 'neu': 0.888, 'pos': 0.036, 'compound': -0.3847}",-0.3847,NEGATIVE
17542,love on dating normal conversation with someone who you like a human being,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.7717}",0.7717,POSITIVE
17543,i am pretty sure if it was a woke insert they would have gone harder into the sphere,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.6705}",0.6705,POSITIVE
17544,let us be clear on a few 1 the pronoun usage was not for the blind it was a ploy to gain favor among the community 2 each of them were aware of kamala and her status as a woman 3 if there were any in the crowd her mean nothing to them,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.8738}",0.8738,POSITIVE
17545,is a much concept from the 1990s i support of the milk era gender was the replacement term for sex because sex the common short term for sexual intercourse 1940s gender into gender research money,"{'neg': 0.0, 'neu': 0.937, 'pos': 0.063, 'compound': 0.4019}",0.4019,POSITIVE
17546,yeah i assumed it was some special word for or at least something related it did not cross my mind it could have any other meaning,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.8316}",0.8316,POSITIVE
17547,the that to use the white power sign for fun she is worked for state media and when the other in are these people you are a fascist every single one of these people are lgbt-phobes,"{'neg': 0.162, 'neu': 0.727, 'pos': 0.111, 'compound': -0.4215}",-0.4215,NEGATIVE
17548,3 amber plus be like amber but to be honest i really do not get the hate on people like what did we do besides not who they tell us to,"{'neg': 0.09, 'neu': 0.696, 'pos': 0.214, 'compound': 0.5845}",0.5845,POSITIVE
17549,i am so when people are bullying me for my weight can i say it is since you all are saying it is racist that someone was made fun of for which she was not,"{'neg': 0.192, 'neu': 0.728, 'pos': 0.08, 'compound': -0.6808}",-0.6808,NEGATIVE
17550,call anyone who it is to be a groomer,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}",0.2263,POSITIVE
17551,jack,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17552,this 👇 any shift however slight towards a fairer society always a cry of discrimination and oppression for those use to privilege,"{'neg': 0.175, 'neu': 0.744, 'pos': 0.081, 'compound': -0.4404}",-0.4404,NEGATIVE
17553,he always was he was always a straight man with a cross dressing fetish who himself off as he could have ago and have it not hurt his career at all his primary fan base was nothing was stopping him,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.7521}",0.7521,POSITIVE
17554,⭐⭐⭐⭐⭐ very exciting stuff - review ⭐⭐⭐⭐⭐where there is a witch there is a way town book 2by e broom free via,"{'neg': 0.066, 'neu': 0.689, 'pos': 0.245, 'compound': 0.7735}",0.7735,POSITIVE
17555,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17556,like i have to explain this to you now if you ask a why is wrong and a sin then he would tell you because the so and he the is from god he would call that objective morality,"{'neg': 0.126, 'neu': 0.788, 'pos': 0.086, 'compound': -0.4767}",-0.4767,NEGATIVE
17557,then those people never have to go to a gay wedding but voting against gay marriage is selfish and ignorant and materially the of people,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.7783}",-0.7783,NEGATIVE
17558,well noise in the sense it is unrelated to the country ’ s main which is the main focus of the attack,"{'neg': 0.123, 'neu': 0.794, 'pos': 0.083, 'compound': -0.25}",-0.25,NEGATIVE
17559,where and when is sexuality particularly him being or is this the giving sexual preference to whose never went into it because it is not,"{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.34}",0.34,POSITIVE
17560,rhetoric about people in right now is just a few away from outright calling for gas if they start actually us in will that be enough for personally-comfortable to start throwing you think,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17561,got 14 in penal colony for the same thing and he a broken back and unlike this dude who and is worthless for such a trade it is he is black and that is why they are doing this leave he she there to serve time no deal,"{'neg': 0.214, 'neu': 0.732, 'pos': 0.054, 'compound': -0.8715}",-0.8715,NEGATIVE
17562,a lot of know how to navigate in a society that is hostile towards me but white white plus is it something you can do,"{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.2023}",-0.2023,NEGATIVE
17563,manly sea it did not properly consult the and for any discomfort and pain it may have the community,"{'neg': 0.19, 'neu': 0.685, 'pos': 0.125, 'compound': -0.4767}",-0.4767,NEGATIVE
17564,as a matter of interest what are the community being,"{'neg': 0.171, 'neu': 0.588, 'pos': 0.241, 'compound': 0.0516}",0.0516,POSITIVE
17565,a judge ordered by petition of a right-wing party to take down,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",0.4019,POSITIVE
17566,not to mention youth-started non-profit and that awareness about and mental health and environmental conservation which was almost entirely absent from your generation something about your discipline that it is just obedience,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17567,privilege,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,POSITIVE
17568,tout ship elle sort c ship,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.128}",-0.128,NEGATIVE
17569,at every turn they alienate those with the most revolutionary potential under the current system the liberal establishment that people and racial have revolutionary potential and to turn that potential into support for their side…,"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.4019}",0.4019,POSITIVE
17570,manly sea it did not properly consult the and for any discomfort and pain it may have the community,"{'neg': 0.19, 'neu': 0.685, 'pos': 0.125, 'compound': -0.4767}",-0.4767,NEGATIVE
17571,please - advocate and manly great was an insanely vicious player who the image of league forever horrific assault on a helpless jack still me and smith had his jaw broken by this from the play,"{'neg': 0.326, 'neu': 0.541, 'pos': 0.132, 'compound': -0.9169}",-0.9169,NEGATIVE
17572,woke diversity player to wear team s pride jersey via,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}",0.34,POSITIVE
17573,manly sea it did not properly consult the and for any discomfort and pain it may have the community,"{'neg': 0.19, 'neu': 0.685, 'pos': 0.125, 'compound': -0.4767}",-0.4767,NEGATIVE
17574,what will break them first,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17575,this publication to seek common ground to build broadish support for people instead of burning at every disagreement and i like it,"{'neg': 0.084, 'neu': 0.741, 'pos': 0.175, 'compound': 0.4019}",0.4019,POSITIVE
17576,yeah… all my gay were like i just for it at the center and they told me absolutely not but in la they are doing a clinic next week and i think other are starting to open it up to,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.5684}",0.5684,POSITIVE
17577,he can say whatever he but when given right information know what they need to do given their situation no one s situation is alike he is no different than any other telling everyone to mask up to slow covid,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.6808}",-0.6808,NEGATIVE
17578,into this this out with basically no treatment people are not going to go in for testing and not for the 21 day quarantine also testing is not easy to get at such as because they are,"{'neg': 0.105, 'neu': 0.867, 'pos': 0.027, 'compound': -0.5277}",-0.5277,NEGATIVE
17579,3 community my 🏳️‍🌈 🏳️‍⚧️,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17580,it is so funny that you are a supporter and a supporter at the same time😂 you will will eat whatever throughout at you without a second thought,"{'neg': 0.074, 'neu': 0.674, 'pos': 0.252, 'compound': 0.8357}",0.8357,POSITIVE
17581,1351 feel free to me if you care more about the authoritarian anti-liberty of a goy politician than about the real harm they do to people and you will not be 🤷‍♀️,"{'neg': 0.118, 'neu': 0.747, 'pos': 0.135, 'compound': 0.2023}",0.2023,POSITIVE
17582,you can not refuse to feed just because they are we will go to court to defend our right to starve,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.6249}",-0.6249,NEGATIVE
17583,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17584,wow home depot around here we call you homo depot because all the gay people shop there i do not think you are acting in your public s best interest to fund the white and i doubt your are going to be happy and people spend a lot of money there,"{'neg': 0.068, 'neu': 0.71, 'pos': 0.222, 'compound': 0.9042}",0.9042,POSITIVE
17585,everyone that wore that one green shirt in middle school is either or a ben viewer now there is no in between,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
17586,the reason why use the word groomer is simply because of its relative newness if they used the word for people who were not actually then the jig would be up but those people just want people dead,"{'neg': 0.128, 'neu': 0.841, 'pos': 0.031, 'compound': -0.7579}",-0.7579,NEGATIVE
17587,go ahead tell the and minority how sick they make you i will wait,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.5106}",-0.5106,NEGATIVE
17588,the quartering is so so so so racist for no reason which him a complete person,"{'neg': 0.401, 'neu': 0.53, 'pos': 0.069, 'compound': -0.9229}",-0.9229,NEGATIVE
17589,living in your backward country look at your that support your men are getting and day by day that is what government soft men so they will not stand against their hope you grow one day we all grew up from that stupidity you will do too,"{'neg': 0.051, 'neu': 0.85, 'pos': 0.099, 'compound': 0.4019}",0.4019,POSITIVE
17590,🤣🤣🤣🤣🤣🤣🤣🤣🤣 stonewall represent the community are sad little toxic cult,"{'neg': 0.04, 'neu': 0.591, 'pos': 0.37, 'compound': 0.9769}",0.9769,POSITIVE
17591,to clarify being queer is not inexorably linked to trauma or anything our society that is hostile to just a lot of it,"{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.6597}",-0.6597,NEGATIVE
17592,well if you have the evidence of him please post it i am sure you do not though which is the actual difference calling out that is clearly when it is clear and in front of you do not then claim it is a slur against to protect them that them,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.9118}",0.9118,POSITIVE
17593,we won why stranger ruined their show with propaganda,"{'neg': 0.258, 'neu': 0.556, 'pos': 0.187, 'compound': -0.1027}",-0.1027,NEGATIVE
17594,you are definitely after this tweet,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,POSITIVE
17595,literally no let alone community actually accept,"{'neg': 0.284, 'neu': 0.541, 'pos': 0.176, 'compound': -0.1531}",-0.1531,NEGATIVE
17596,yes and obviously the community is cancerous at its core and not the least bit welcoming or tolerant,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.7717}",0.7717,POSITIVE
17597,this is ridiculous just do not be plus a woman left-wing it is what the right as ammo it is abuser language well you made the right do it what do you expect if you go around being,"{'neg': 0.147, 'neu': 0.805, 'pos': 0.048, 'compound': -0.6476}",-0.6476,NEGATIVE
17598,that is what they get for pushing propaganda,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.25}",-0.25,NEGATIVE
17599,ya girl was on the news again today i love insulting the administration ’ s ridiculously un-constitutional that are costing so he can virtue signal to the anti-lgbt mouth-breathers,"{'neg': 0.14, 'neu': 0.677, 'pos': 0.182, 'compound': 0.3947}",0.3947,POSITIVE
17600,small biz ✨,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,POSITIVE
17601,o,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17602,yes against can only be dangerous i would hate to see like discriminating against people as being,"{'neg': 0.227, 'neu': 0.6, 'pos': 0.173, 'compound': -0.3818}",-0.3818,NEGATIVE
17603,she is the most pressing of our time she is wearing a blue suit…oh and do not mind her long hair she herself as a she her by the way that is very insulting to the community because they expect you to be the opposite of your god given gender,"{'neg': 0.07, 'neu': 0.891, 'pos': 0.039, 'compound': -0.3989}",-0.3989,NEGATIVE
17604,it is just people thinking twitter is the only that for a everyone is a minor like them when like it is not the case,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.6124}",0.6124,POSITIVE
17605,hard not to notice the most vocally are the same crowd crying about the sexual of crowd forced down their whilst simultaneously forcing religion down everyone else s when you get a dose of your own propaganda does not it,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.9058}",-0.9058,NEGATIVE
17606,crazy how far rep come in the past couple of and yet i can not think of a single butch in any film or show like not a single one,"{'neg': 0.065, 'neu': 0.867, 'pos': 0.068, 'compound': 0.0258}",0.0258,POSITIVE
17607,they are ing it too far,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
17608,are none of my concern my concern are the people who are trying to be the of attention on the teaching ideology instead of basic to who preach about equality and acceptance but are a sex in the background,"{'neg': 0.091, 'neu': 0.871, 'pos': 0.038, 'compound': -0.4215}",-0.4215,NEGATIVE
17609,stop talking you are the worst ambassador from i have ever known reign yourself in,"{'neg': 0.398, 'neu': 0.602, 'pos': 0.0, 'compound': -0.872}",-0.872,NEGATIVE
